,symbol,open_alias,close,high,low,preclose,change,chg,volume,amplitude,mktcap,market,date,tag,ma20,dif,dea,macd,macdp,macdn
1220,CAPL,,20.78,,,,,,,,,,,策略3,20.064999999999998,0.34022291158388285,0.3087578245603259,0.03146508702355694,,
1221,CLOU,,30.79,,,,,,,,,,,策略3,29.841499999999947,-0.05237097325839102,-0.13643202323501696,0.08406104997662595,,
1222,PFN,,10.09,,,,,,,,,,,策略3,10.066999999999995,-0.11964953761629715,-0.15530553336067096,0.03565599574437381,,
1223,HFRO,,11.15,,,,,,,,,,,策略3,10.775000000000006,0.025931887451218216,-0.002626666763469381,0.028558554214687597,,
1224,DRD,,9.31,,,,,,,,,,,策略3,8.5735,-0.09599081081536376,-0.23037109195499267,0.1343802811396289,,
1225,CCD,,31.9,,,,,,,,,,,策略3,31.126499999999975,0.09014689096236594,-0.010384776382212305,0.10053166734457825,,
1226,GSBC,,57.2,,,,,,,,,,,策略3,55.02900000000003,0.9703269952152027,0.8184544032147707,0.15187259200043202,,
1227,ORMP,,23.66,,,,,,,,,,,策略3,21.813499999999998,1.0955328104799626,1.0238418544857926,0.07169095599417008,,
1228,NWLI,,211.61,,,,,,,,,,,策略3,210.7545,-0.8086666200441073,-0.8908847079305054,0.08221808788639817,,
1229,MOV,,33.63,,,,,,,,,,,策略3,32.928000000000004,-0.053464338590522686,-0.07164444603134508,0.018180107440822393,,
1230,BLE,,15.54,,,,,,,,,,,策略3,15.478500000000006,-0.08855531190440047,-0.11549711966814276,0.02694180776374229,,
1231,IMGO,,24.49,,,,,,,,,,,策略3,21.150000000000006,0.17438595879775676,-0.12082067953823351,0.29520663833599026,,
1232,VGM,,14.0,,,,,,,,,,,策略3,13.853499999999993,-0.10008673459602058,-0.11941007714679887,0.01932334255077829,,
1233,SECT,,41.83,,,,,,,,,,,策略3,41.32099999999997,-0.12015170552864873,-0.16606138742328985,0.04590968189464112,,
1234,IYT,,255.95,,,,,,,,,,,策略3,249.49799999999982,0.6732566443115502,-0.10297432944419474,0.7762309737557449,,
1235,CGBD,,13.83,,,,,,,,,,,策略3,13.637000000000006,-0.023885400983850502,-0.053904625259543204,0.030019224275692702,,
1236,STPZ,,54.95,,,,,,,,,,,策略3,54.85150000000002,-0.01887235132421239,-0.03780729247757323,0.01893494115336084,,
1237,FIW,,87.22,,,,,,,,,,,策略3,86.72299999999998,-0.6471582511907172,-0.6916586051283891,0.04450035393767182,,
1238,PERI,,22.24,,,,,,,,,,,策略3,19.45600000000001,0.6807945925499936,0.3021336514768036,0.37866094107319004,,
1239,SVFA,,9.79,,,,,,,,,,,策略3,9.767999999999995,0.008076047357215899,0.006463993319785829,0.0016120540374300694,,
1240,AVAN,,9.8,,,,,,,,,,,策略3,9.7775,0.00931216292828374,0.008536587451330032,0.000775575476953708,,
1241,ACRE,,15.59,,,,,,,,,,,策略3,15.382499999999999,0.00586745261681898,-0.010664772799164342,0.016532225415983322,,
1242,SVM,,4.18,,,,,,,,,,,策略3,3.950500000000001,-0.05672036593080243,-0.10845355765930967,0.05173319172850724,,
1243,DGII,,21.5,,,,,,,,,,,策略3,21.182000000000002,0.012434451769706811,0.004014986051656398,0.008419465718050414,,
1244,EOI,,18.67,,,,,,,,,,,策略3,18.338,-0.12723344383791257,-0.19536306856355798,0.0681296247256454,,
1245,BBDC,,11.08,,,,,,,,,,,策略3,10.982,0.056028663646644716,0.053210118177154694,0.002818545469490022,,
1246,FINX,,50.35,,,,,,,,,,,策略3,49.19150000000002,-0.2661900738491383,-0.3681090982523105,0.10191902440317219,,
1247,XNTK,,162.35,,,,,,,,,,,策略3,159.15299999999996,-0.5680950753522893,-0.9155240937921649,0.3474290184398756,,
1248,LVHD,,37.03,,,,,,,,,,,策略3,36.4815,-0.11868777224204052,-0.20567920026557687,0.08699142802353635,,
1249,LEU,,51.87,,,,,,,,,,,策略3,39.51000000000001,4.40629291676553,3.2755611809800946,1.1307317357854352,,
1250,MMX,,5.02,,,,,,,,,,,策略3,4.591499999999996,0.04233120073148822,-0.02097687090532041,0.06330807163680863,,
1251,PTMC,,35.81,,,,,,,,,,,策略3,35.407999999999944,0.016683847396542717,-0.025249115272397246,0.04193296266893996,,
1252,VSGX,,62.63,,,,,,,,,,,策略3,62.283999999999956,-0.5096561504822432,-0.600711162701551,0.09105501221930778,,
1253,PSJ,,148.6,,,,,,,,,,,策略3,146.0845000000002,-1.7671317440455994,-2.355296544317376,0.5881648002717768,,
1254,MDXG,,6.45,,,,,,,,,,,策略3,6.045999999999998,-1.1192780241005647,-1.407745955459624,0.28846793135905946,,
1255,HCCI,,29.5,,,,,,,,,,,策略3,29.054499999999997,0.1955085576676474,0.19318799289097816,0.002320564776669254,,
1256,SCOA,,9.8,,,,,,,,,,,策略3,9.776000000000003,0.013377393386232228,0.013322395835844233,5.4997550387994934e-05,,
1257,KOP,,33.57,,,,,,,,,,,策略3,31.80400000000004,0.4476133546917396,0.28335032754602213,0.16426302714571744,,
1258,HZAC,,11.05,,,,,,,,,,,策略3,10.049000000000003,0.11236688289554309,0.03365988272979689,0.0787070001657462,,
1259,ICVT,,102.2,,,,,,,,,,,策略3,100.90149999999991,-0.045367822492735854,-0.16544291907310849,0.12007509658037263,,
1260,SLAM,,9.75,,,,,,,,,,,策略3,9.722999999999995,0.013889250123968466,0.01308251215296566,0.000806737971002806,,
1261,MFEM,,29.44,,,,,,,,,,,策略3,29.24650000000002,-0.22693390250726253,-0.2678936820922856,0.04095977958502306,,
1262,SIL,,38.78,,,,,,,,,,,策略3,37.09399999999999,-0.6723469000311866,-0.9773798141350074,0.30503291410382083,,
1263,IHDG,,43.99,,,,,,,,,,,策略3,43.70599999999997,-0.5363018460443527,-0.6325159238120474,0.09621407776769464,,
1264,WTTR,,6.37,,,,,,,,,,,策略3,5.5239999999999965,0.19330965128818978,0.07740733671289134,0.11590231457529844,,
1265,GRPN,,23.75,,,,,,,,,,,策略3,23.02900000000001,-0.34350304196995296,-0.5742226085239914,0.23071956655403847,,
1266,POWW,,6.21,,,,,,,,,,,策略3,6.167999999999992,-0.17829141563185225,-0.22066581640591304,0.042374400774060794,,
1267,AGX,,44.27,,,,,,,,,,,策略3,44.072000000000024,-0.2679023669480216,-0.30771361116571244,0.03981124421769083,,
1268,GLT,,15.89,,,,,,,,,,,策略3,14.612,-0.0007113166255123815,-0.15047134189718522,0.14976002527167284,,
1269,MRC,,8.4,,,,,,,,,,,策略3,7.666500000000006,-0.0023359933790318976,-0.1240668736348137,0.1217308802557818,,
1270,PYR,,4.1,,,,,,,,,,,策略3,4.099499999999999,-0.02721126143333219,-0.027688914528390087,0.0004776530950578971,,
1271,CFA,,73.23,,,,,,,,,,,策略3,72.22299999999998,-0.24572438115576745,-0.36307635572493063,0.11735197456916319,,
1272,CVGW,,39.31,,,,,,,,,,,策略3,38.86600000000001,-1.5870306735401982,-2.0067750972655753,0.4197444237253771,,
1273,CTRN,,75.85,,,,,,,,,,,策略3,74.88949999999997,-1.1606486796112847,-1.2270459671752576,0.0663972875639729,,
1274,MBI,,12.55,,,,,,,,,,,策略3,11.824499999999997,0.2998545294430084,0.2568134375991237,0.043041091843884716,,
1275,AOK,,39.73,,,,,,,,,,,策略3,39.71050000000001,-0.14890458279982965,-0.1532282336484903,0.004323650848660654,,
1276,IYK,,185.35,,,,,,,,,,,策略3,183.0405,-0.49766280279348507,-0.836276143392035,0.33861334059855,,
1277,SPGP,,88.71,,,,,,,,,,,策略3,88.50550000000005,-0.8399959609142513,-0.9057047181745138,0.06570875726026248,,
1278,OUSA,,42.72,,,,,,,,,,,策略3,42.40650000000001,-0.28418021863065235,-0.3530989419537778,0.06891872332312543,,
1279,TPC,,13.29,,,,,,,,,,,策略3,13.02350000000001,-0.11661531817652637,-0.15242056940220775,0.03580525122568137,,
1280,JHSC,,35.74,,,,,,,,,,,策略3,35.004000000000005,0.08361969476381859,0.031887034555275695,0.05173266020854289,,
1281,MDIV,,16.8,,,,,,,,,,,策略3,16.482000000000003,0.032566281988927415,-0.015760043323965196,0.04832632531289261,,
1282,AVK,,19.06,,,,,,,,,,,策略3,18.670500000000004,-0.04667064590865522,-0.13397368474224572,0.0873030388335905,,
1283,VIDI,,27.28,,,,,,,,,,,策略3,26.829,-0.07562818758936274,-0.1543121507596965,0.07868396317033377,,
1284,BYSI,,16.82,,,,,,,,,,,策略3,15.790499999999986,-1.2764024294831433,-1.610767199439358,0.33436476995621467,,
1285,APTS,,12.51,,,,,,,,,,,策略3,12.037999999999993,0.15058417850625538,0.13566315636026546,0.01492102214598992,,
1286,XPOF,,15.22,,,,,,,,,,,策略3,12.494000000000002,0.7458840907377464,0.4898617629069701,0.25602232783077633,,
1287,ALGS,,15.48,,,,,,,,,,,策略3,15.249000000000029,-0.36354280612063405,-0.364709435180999,0.0011666290603649654,,
1288,VUSE,,44.34,,,,,,,,,,,策略3,43.658,0.047278458935949175,-0.0009267324173012487,0.04820519135325042,,
1289,MOLN,,19.95,,,,,,,,,,,策略3,19.449499999999997,-0.01787579551630003,-0.09244519414767387,0.07456939863137384,,
1290,TALS,,15.65,,,,,,,,,,,策略3,14.616499999999998,0.35911847328884683,0.30466886368834223,0.0544496096005046,,
1291,GRVY,,97.52,,,,,,,,,,,策略3,90.87650000000006,-1.454303554142328,-2.11358697039988,0.6592834162575523,,
1292,BGB,,14.09,,,,,,,,,,,策略3,13.930500000000015,0.017430234641418352,0.001125426373125051,0.0163048082682933,,
1293,ULVM,,67.17,,,,,,,,,,,策略3,66.02849999999998,-0.09720791535086448,-0.22861269469628304,0.13140477934541855,,
1294,FGD,,25.58,,,,,,,,,,,策略3,25.40350000000002,-0.1359492086789409,-0.18158903400157816,0.04563982532263727,,
1295,DIAX,,17.3,,,,,,,,,,,策略3,17.01600000000001,-0.024713774445320524,-0.07728450946042645,0.052570735015105924,,
1296,DXPE,,33.08,,,,,,,,,,,策略3,29.972000000000037,0.8107961648369582,0.432222151934546,0.37857401290241216,,
1297,LVOX,,6.82,,,,,,,,,,,策略3,6.6350000000000025,-0.10746407301050187,-0.12395045011714359,0.01648637710664172,,
1298,MOD,,12.15,,,,,,,,,,,策略3,11.550499999999989,-0.18531759938794856,-0.3638295136209845,0.17851191423303592,,
1299,IYJ,,110.3,,,,,,,,,,,策略3,109.39249999999996,-0.7282018794711576,-0.870149798180582,0.14194791870942447,,
1300,RMAX,,32.49,,,,,,,,,,,策略3,31.696500000000004,-0.2737494247947794,-0.45518571602769164,0.18143629123291227,,
1301,HPS,,19.39,,,,,,,,,,,策略3,18.90900000000001,0.012687445103701123,-0.07021185857495103,0.08289930367865216,,
1302,VIOV,,179.85,,,,,,,,,,,策略3,175.9285,1.2515765538846892,0.9536748005560374,0.2979017533286519,,
1303,AERI,,13.06,,,,,,,,,,,策略3,12.079000000000004,-0.27123217788968645,-0.5463604926953436,0.27512831480565714,,
1304,PDS,,48.2,,,,,,,,,,,策略3,40.01800000000002,3.424049750085125,2.703947211680189,0.720102538404936,,
1305,TITN,,27.21,,,,,,,,,,,策略3,26.478500000000015,-0.06403082379953418,-0.19729719784489042,0.13326637404535624,,
1306,YORW,,46.44,,,,,,,,,,,策略3,44.83,-0.5047114988612691,-0.9242741617399176,0.4195626628786485,,
1307,GGN,,3.93,,,,,,,,,,,策略3,3.777000000000001,0.014837182787142744,-0.010682962238967964,0.02552014502611071,,
1308,RENN,,25.38,,,,,,,,,,,策略3,15.7715,3.2459575743244535,1.9663045914591133,1.2796529828653402,,
1309,FM,,35.1,,,,,,,,,,,策略3,34.27750000000002,0.2231396388903235,0.13118160066969414,0.09195803822062937,,
1310,CASS,,42.3,,,,,,,,,,,策略3,42.19199999999999,-0.3042548017878133,-0.32197052651606656,0.01771572472825328,,
1311,RMGCU,,9.93,,,,,,,,,,,策略3,9.903,0.003677573865076056,0.0009508520443118897,0.0027267218207641664,,
1312,ANIK,,41.98,,,,,,,,,,,策略3,40.5915,0.1545946168198995,0.01860119081017054,0.13599342600972897,,
1313,MYPS,,4.71,,,,,,,,,,,策略3,4.651500000000003,-0.11775470094952656,-0.1612286702856171,0.043473969336090545,,
1314,NDLS,,13.36,,,,,,,,,,,策略3,12.561500000000004,0.22404156959541943,0.13468636307804077,0.08935520651737866,,
1315,MGTX,,13.64,,,,,,,,,,,策略3,13.185999999999998,0.0478580850916952,-0.0013399373944872183,0.04919802248618242,,
1316,RSVR,,9.24,,,,,,,,,,,策略3,8.679000000000004,0.13522689427071732,0.08531540287944298,0.04991149139127435,,
1317,FDVV,,38.31,,,,,,,,,,,策略3,37.58549999999999,-0.03281170345916706,-0.12351653183722208,0.09070482837805502,,
1318,IWX,,67.36,,,,,,,,,,,策略3,66.6865,-0.1647215316474444,-0.24220277450203387,0.07748124285458946,,
1319,JFR,,10.24,,,,,,,,,,,策略3,10.068000000000001,0.05464601571712002,0.04184170382806425,0.012804311889055772,,
1320,ICPT,,17.95,,,,,,,,,,,策略3,15.678999999999977,0.413963930508757,0.12536236833663694,0.2886015621721201,,
1321,QUOT,,6.17,,,,,,,,,,,策略3,5.983000000000013,-0.2710076060894817,-0.3841143987868715,0.11310679269738977,,
1322,TDTF,,28.01,,,,,,,,,,,策略3,27.945499999999974,-0.04487206753503514,-0.06275378363790557,0.017881716102870426,,
1323,CHS,,4.79,,,,,,,,,,,策略3,4.729000000000001,-0.1688053324211607,-0.20149685470834175,0.03269152228718106,,
1324,SXC,,6.92,,,,,,,,,,,策略3,6.4585000000000035,0.02271409294279625,-0.050318903574803134,0.07303299651759938,,
1325,HPI,,21.63,,,,,,,,,,,策略3,21.52799999999999,-0.06869459519923993,-0.07915601870469574,0.010461423505455814,,
1326,FIDU,,53.99,,,,,,,,,,,策略3,52.939499999999995,-0.12728398885045067,-0.2799574642851237,0.15267347543467302,,
1327,NQP,,15.13,,,,,,,,,,,策略3,14.90249999999999,-0.00967096644106391,-0.051014284982937266,0.041343318541873356,,
1328,ONEV,,106.49,,,,,,,,,,,策略3,104.7844999999999,-0.3942830119641769,-0.6326506029163804,0.2383675909522035,,
1329,IGD,,5.97,,,,,,,,,,,策略3,5.9365,-0.049611879565087946,-0.0584847488476823,0.008872869282594356,,
1330,FEP,,43.03,,,,,,,,,,,策略3,42.42200000000001,-0.3665441378131362,-0.48072393941146785,0.11417980159833163,,
1331,EFR,,15.45,,,,,,,,,,,策略3,14.720500000000001,0.2183715866189928,0.16763918338442302,0.05073240323456979,,
1332,RMBL,,39.07,,,,,,,,,,,策略3,36.52599999999998,0.5169072411838371,0.4012028448927567,0.11570439629108042,,
1333,NCV,,6.19,,,,,,,,,,,策略3,6.0870000000000015,0.003740781753132083,-0.010385243012472841,0.014126024765604924,,
1334,CURI,,10.85,,,,,,,,,,,策略3,10.807999999999996,-0.3232314798511684,-0.35796302690587783,0.03473154705470943,,
1335,PAE,,5.97,,,,,,,,,,,策略3,5.948500000000001,-0.185067463067897,-0.24298893154310375,0.05792146847520674,,
1336,CLSK,,15.2,,,,,,,,,,,策略3,12.721000000000014,0.487322571386839,0.08532924303706128,0.4019933283497777,,
1337,ABST,,11.36,,,,,,,,,,,策略3,11.193499999999997,-0.18861917103507686,-0.2475527055979815,0.05893353456290465,,
1338,DIBS,,14.73,,,,,,,,,,,策略3,13.732999999999995,-0.42522259272297624,-0.7782135706840686,0.35299097796109236,,
1339,PETS,,27.22,,,,,,,,,,,策略3,27.053500000000003,-0.31126399696237783,-0.36114622356381176,0.04988222660143393,,
1340,GLTR,,90.59,,,,,,,,,,,策略3,87.82399999999998,-0.6529566541298664,-1.2286906992032134,0.575734045073347,,
1341,PASG,,10.23,,,,,,,,,,,策略3,10.132999999999992,-0.3895959713769841,-0.47441761954807654,0.08482164817109245,,
1342,SRI,,20.8,,,,,,,,,,,策略3,20.522000000000002,-0.45315154313050954,-0.6332570262360369,0.18010548310552732,,
1343,QIWI,,9.02,,,,,,,,,,,策略3,8.504999999999999,-0.01829800238231094,-0.1219092207168894,0.10361121833457845,,
1344,CGEN,,6.86,,,,,,,,,,,策略3,6.266500000000006,-0.01316833120826999,-0.08709548697729572,0.07392715576902573,,
1345,ONEY,,96.58,,,,,,,,,,,策略3,94.457,0.04813601323107264,-0.2161265860031903,0.26426259923426293,,
1346,PSC,,46.8,,,,,,,,,,,策略3,45.977500000000035,0.1512672337574017,0.09168615069424088,0.05958108306316082,,
1347,BIOX,,13.48,,,,,,,,,,,策略3,13.205999999999994,0.009770698340087591,-0.028939114548921296,0.03870981288900889,,
1348,TSCAP,,26.11,,,,,,,,,,,策略3,26.054500000000054,-0.04031621895170545,-0.054639847561814926,0.014323628610109475,,
1349,QDEF,,54.47,,,,,,,,,,,策略3,53.91149999999999,-0.3140466851424861,-0.4022406758296092,0.08819399068712308,,
1350,KODK,,7.07,,,,,,,,,,,策略3,6.9815,-0.0766481004772519,-0.08695476269441448,0.010306662217162574,,
1351,IPI,,42.22,,,,,,,,,,,策略3,33.04949999999999,2.4246524983686513,1.2437184592426256,1.1809340391260257,,
1352,MUX,,1.2,,,,,,,,,,,策略3,1.088999999999999,0.004041924641323025,-0.011036600989696124,0.015078525631019149,,
1353,ALRS,,31.7,,,,,,,,,,,策略3,29.738500000000023,0.6830441336076944,0.4883705273961175,0.19467360621157692,,
1354,AWP,,6.37,,,,,,,,,,,策略3,6.238999999999999,-0.08125412288827416,-0.11355787681552396,0.032303753927249795,,
1355,EAD,,8.94,,,,,,,,,,,策略3,8.927500000000006,-0.01915024686068101,-0.023759187864037627,0.004608941003356619,,
1356,VIOG,,229.65,,,,,,,,,,,策略3,227.83749999999992,-0.33886563615064347,-0.3453099565432093,0.006444320392565817,,
1357,RHS,,157.23,,,,,,,,,,,策略3,156.66000000000005,-1.0444772834333094,-1.162630043385754,0.11815275995244456,,
1358,ATOM,,24.32,,,,,,,,,,,策略3,23.139000000000006,-0.02320916144108054,-0.045846894833782625,0.022637733392702086,,
1359,ULH,,19.99,,,,,,,,,,,策略3,19.955999999999985,-0.29179700088259963,-0.3677556383045709,0.07595863742197129,,
1360,CPSI,,36.59,,,,,,,,,,,策略3,35.74699999999997,0.2733446506248498,0.23483621433971963,0.038508436285130176,,
1361,FSD,,15.96,,,,,,,,,,,策略3,15.916000000000006,-0.01461550806776124,-0.020116632223917307,0.005501124156156067,,
1362,STK,,34.02,,,,,,,,,,,策略3,33.20050000000002,-0.09599192958255998,-0.21370054575661251,0.11770861617405254,,
1363,CVLG,,32.0,,,,,,,,,,,策略3,27.685500000000008,1.9160405072142765,1.5971966539840898,0.3188438532301867,,
1364,FRPH,,57.28,,,,,,,,,,,策略3,56.02900000000002,-0.1793680818661656,-0.3193365764488301,0.13996849458266453,,
1365,CPAC,,5.7,,,,,,,,,,,策略3,5.517499999999998,0.018754923386715028,-0.02317896575559939,0.04193388914231442,,
1366,CLVS,,4.54,,,,,,,,,,,策略3,4.4925,-0.05608745999851905,-0.06684906819488473,0.01076160819636568,,
1367,DPG,,14.03,,,,,,,,,,,策略3,13.5575,-0.08127517979645482,-0.17155538010436,0.09028020030790518,,
1368,IGE,,31.92,,,,,,,,,,,策略3,29.923500000000008,0.7604314294471344,0.575352819100727,0.18507861034640738,,
1369,EPS,,47.3,,,,,,,,,,,策略3,46.769500000000036,-0.204697499452287,-0.2710480205836959,0.06635052113140893,,
1370,SIVR,,22.61,,,,,,,,,,,策略3,21.753500000000006,-0.1429519349129471,-0.2843960408005796,0.1414441058876325,,
1371,JOFFU,,9.97,,,,,,,,,,,策略3,9.921000000000001,0.015003700055542524,0.009740959835264755,0.005262740220277768,,
1372,NGAB,,9.95,,,,,,,,,,,策略3,9.935499999999998,0.005849999248276561,0.005839558984879778,1.0440263396782265e-05,,
1373,BH,,168.92,,,,,,,,,,,策略3,166.73800000000006,0.024482188340158473,-0.18805612890141732,0.2125383172415758,,
1374,CEPU,,3.58,,,,,,,,,,,策略3,3.165999999999998,0.1482515462034022,0.117134776891508,0.031116769311894193,,
1375,RMT,,11.72,,,,,,,,,,,策略3,11.534,-0.05315102143160644,-0.0772471787683312,0.024096157336724766,,
1376,REX,,86.41,,,,,,,,,,,策略3,81.31499999999997,1.223986538842226,0.5359561829361275,0.6880303559060985,,
1377,NRXP,,12.81,,,,,,,,,,,策略3,9.661500000000004,-0.7219167964535202,-1.1301272215205298,0.40821042506700955,,
1378,BXC,,52.88,,,,,,,,,,,策略3,50.553000000000026,-0.5605887926206776,-0.8643131454604852,0.3037243528398076,,
1379,AEHR,,21.15,,,,,,,,,,,策略3,14.924999999999994,2.7895682140316467,2.217289668813663,0.5722785452179835,,
1380,GUT,,7.99,,,,,,,,,,,策略3,7.911500000000001,-0.025377575625626925,-0.042290591762521645,0.01691301613689472,,
1381,BOLT,,13.99,,,,,,,,,,,策略3,13.587000000000003,-0.45289284531830987,-0.5476977781108125,0.09480493279250268,,
1382,HEAR,,31.61,,,,,,,,,,,策略3,29.821500000000004,0.4192615932533741,0.17909181264256735,0.24016978061080674,,
1383,ALDX,,8.7,,,,,,,,,,,策略3,8.5725,-0.05634447324853298,-0.07785632556994013,0.02151185232140715,,
1384,MXI,,89.21,,,,,,,,,,,策略3,86.51350000000002,-0.6598638253280171,-1.1396418852704515,0.4797780599424344,,
1385,HQL,,20.74,,,,,,,,,,,策略3,20.728000000000005,-0.318406180221821,-0.35436716058392437,0.03596098036210338,,
1386,GK,,25.5,,,,,,,,,,,策略3,25.136500000000012,-0.18794343164043426,-0.24949100558261544,0.06154757394218119,,
1387,HIO,,5.24,,,,,,,,,,,策略3,5.231999999999998,-0.015298841953063302,-0.01613069524569292,0.0008318532926296189,,
1388,EBF,,19.04,,,,,,,,,,,策略3,18.882000000000005,-0.03447310030674089,-0.05532412065036889,0.020851020343628,,
1389,PAVE,,26.49,,,,,,,,,,,策略3,25.927999999999958,-0.08583467705571124,-0.15780951225606396,0.07197483520035272,,
1390,ETO,,31.5,,,,,,,,,,,策略3,31.34849999999998,-0.29449623868692854,-0.3353548981327041,0.04085865944577555,,
1391,EUSA,,86.73,,,,,,,,,,,策略3,85.32050000000001,-0.19934126799164176,-0.35918298475101257,0.1598417167593708,,
1392,TRC,,18.48,,,,,,,,,,,策略3,17.94000000000001,-0.02386943163271127,-0.12251256990624497,0.0986431382735337,,
1393,DIV,,20.21,,,,,,,,,,,策略3,19.680500000000002,0.07813357524244324,0.011738228723595564,0.06639534651884768,,
1394,FRA,,13.8,,,,,,,,,,,策略3,13.412500000000014,0.0777908797327509,0.035639326556026016,0.04215155317672488,,
1395,GAIN,,14.61,,,,,,,,,,,策略3,14.167999999999997,-0.03163729086788969,-0.10654863430049774,0.07491134343260805,,
1396,GPM,,10.12,,,,,,,,,,,策略3,9.719,0.12581152905038095,0.08530955331005227,0.04050197574032868,,
1397,RWK,,90.39,,,,,,,,,,,策略3,88.56550000000006,0.06487265280165389,-0.13110684613873,0.19597949894038388,,
1398,NPTN,,9.37,,,,,,,,,,,策略3,8.852000000000002,-0.020398915190519062,-0.08496443201306034,0.06456551682254127,,
1399,TPYP,,23.63,,,,,,,,,,,策略3,22.167999999999992,0.40467842480216376,0.23516876348178653,0.16950966132037723,,
1400,APLT,,18.52,,,,,,,,,,,策略3,16.051499999999994,0.44370032664338765,0.1255053034572629,0.31819502318612475,,
1401,AMOT,,32.95,,,,,,,,,,,策略3,31.62899999999997,0.06568161609205703,-0.14664773217303143,0.21232934826508845,,
1402,UFPT,,63.83,,,,,,,,,,,策略3,62.93649999999995,-0.21844493159019152,-0.40523196761806485,0.18678703602787333,,
1403,BBCP,,8.62,,,,,,,,,,,策略3,8.436999999999998,0.0277604774452076,0.02724811016752105,0.000512367277686547,,
1404,SMIN,,63.63,,,,,,,,,,,策略3,61.08100000000002,1.0592795701480568,0.9378568970654727,0.12142267308258414,,
1405,AVD,,15.7,,,,,,,,,,,策略3,15.1715,0.010591111847672252,-0.05381143770973509,0.06440254955740735,,
1406,TIPT,,15.04,,,,,,,,,,,策略3,10.735499999999998,0.9271118521268704,0.3931754048952689,0.5339364472316015,,
1407,ASG,,8.94,,,,,,,,,,,策略3,8.754500000000004,0.0035506594248175816,-0.0077170948947277995,0.011267754319545381,,
1408,WSR,,10.24,,,,,,,,,,,策略3,9.992,0.12026633337631765,0.11712715696163858,0.0031391764146790624,,
1409,LAWS,,52.3,,,,,,,,,,,策略3,51.28400000000006,-0.030863911694403612,-0.1939279167828348,0.1630640050884312,,
1410,RRD,,6.5,,,,,,,,,,,策略3,5.143500000000004,0.345170110856551,0.16792251699146615,0.17724759386508487,,
1411,HPF,,21.89,,,,,,,,,,,策略3,21.775499999999994,-0.11128426992425489,-0.1341125852756273,0.02282831535137242,,
1412,DJCO,,338.0,,,,,,,,,,,策略3,325.88999999999993,1.836685512237807,0.06344310078930038,1.7732424114485066,,
1413,IYM,,132.78,,,,,,,,,,,策略3,126.99999999999997,0.02646276710314055,-0.7877313539819502,0.8141941210850907,,
1414,TLTE,,61.44,,,,,,,,,,,策略3,61.24400000000003,-0.3035341878179736,-0.36308998562276457,0.05955579780479098,,
1415,FXR,,59.18,,,,,,,,,,,策略3,58.398,-0.35307836453587527,-0.44995570615411173,0.09687734161823647,,
1416,RZB,,28.67,,,,,,,,,,,策略3,28.4595,-0.05224325040454403,-0.10011622552608548,0.047872975121541456,,
1417,DDM,,73.66,,,,,,,,,,,策略3,71.91250000000005,-0.29312153080465464,-0.5194213711272213,0.22629984032256667,,
1418,NOA,,16.09,,,,,,,,,,,策略3,14.936000000000003,0.4210224036284025,0.29519170256169636,0.12583070106670613,,
1419,SPYX,,109.32,,,,,,,,,,,策略3,108.21,-0.5620080916437047,-0.6936871393234861,0.13167904767978145,,
1420,CDXC,,6.78,,,,,,,,,,,策略3,6.427499999999992,-0.26540578298467654,-0.38893011802650246,0.12352433504182592,,
1421,PJP,,78.0,,,,,,,,,,,策略3,77.74449999999999,-0.7439362345514979,-0.8780264605661082,0.1340902260146103,,
1422,KRUS,,45.95,,,,,,,,,,,策略3,45.513999999999996,-0.17765317196251118,-0.3016026771571765,0.1239495051946653,,
1423,EGLX,,3.69,,,,,,,,,,,策略3,3.6764999999999946,-0.19832940020132606,-0.23155352414249095,0.03322412394116489,,
1424,IRMD,,36.83,,,,,,,,,,,策略3,34.13050000000002,0.4403850013075683,0.10350503820042008,0.33687996310714824,,
1425,PNNT,,6.66,,,,,,,,,,,策略3,6.513999999999996,0.023425941026485653,0.00850428519185933,0.014921655834626322,,
1426,ETB,,16.26,,,,,,,,,,,策略3,16.113999999999994,-0.10400008166400809,-0.13466489538042742,0.030664813716419326,,
1427,LABU,,57.35,,,,,,,,,,,策略3,57.1755,-2.1334377293407556,-2.1985781067892143,0.06514037744845869,,
1428,GTYH,,7.86,,,,,,,,,,,策略3,7.422,0.0835038830546111,0.05489824081605215,0.028605642238558944,,
1429,WLDN,,34.33,,,,,,,,,,,策略3,33.814,-0.8059418161173539,-1.0041347829695693,0.19819296685221532,,
1430,FDRR,,42.55,,,,,,,,,,,策略3,41.97799999999999,-0.12349397071147195,-0.19658611536636855,0.07309214465489661,,
1431,MPX,,12.9,,,,,,,,,,,策略3,12.57300000000001,-0.16764199775689903,-0.2719814586870394,0.10433946093014035,,
1432,FDLO,,48.99,,,,,,,,,,,策略3,48.31799999999999,-0.1686861205898751,-0.2584243104345071,0.089738189844632,,
1433,JRI,,15.85,,,,,,,,,,,策略3,15.559499999999991,-0.07875040950769652,-0.13288488511588709,0.05413447560819057,,
1434,CNTY,,14.85,,,,,,,,,,,策略3,13.830000000000004,0.4038996009260316,0.33324940081446347,0.07065020011156814,,
1435,UFI,,23.59,,,,,,,,,,,策略3,22.477499999999985,0.3207141585398645,0.17260004317703587,0.14811411536282865,,
