,symbol,open_alias,close,high,low,change,chg,volume,mktcap
3979,otlk,2.2000,2.2000,2.2300,2.1800,-0.45,-0.0100,284727,385751000
3980,hbmd,21.0000,20.5000,21.1700,20.4700,-1.87,-0.3900,85649,385617013
3981,osbc,13.3950,13.4300,13.6000,13.3350,-0.74,-0.1000,113302,385544907
3982,mmt,6.4400,6.3900,6.5000,6.3800,-0.31,-0.0200,72180,385499996
3983,mcr,8.6600,8.6800,8.7000,8.6450,0.46,0.0400,67900,385406999
3984,stks,11.7900,12.0900,12.4100,11.7900,3.25,0.3800,121293,385257219
3985,mtem,6.6400,6.8600,6.9400,6.5700,2.08,0.1400,164090,385136864
3986,th,3.9500,3.7800,4.0000,3.7600,-4.30,-0.1700,44979,384908089
3987,krt,19.4200,19.5000,19.9600,18.8800,1.40,0.2700,24918,384432750
3988,mpaa,20.4400,20.1000,20.7900,19.8900,-1.08,-0.2200,85308,384293085
3989,fndb,55.0300,54.6700,55.3900,54.6700,-0.60,-0.3300,18287,384151438
3990,via,10.5500,10.7900,10.9400,10.5100,2.37,0.2500,108865,383826066
3991,iyld,23.7900,23.7689,23.8300,23.7600,-0.25,-0.0600,75847,383561805
3992,stxs,5.2000,5.1400,5.3200,5.1300,-0.96,-0.0500,121349,382969002
3993,uitb,53.1801,53.1368,53.1822,53.1368,-0.07,-0.0383,6626,382078991
3994,evlo,6.8800,7.1500,9.1200,6.8600,3.92,0.2700,1923987,381797859
3995,pmf,14.6800,14.6900,14.7242,14.6700,0.34,0.0500,10129,381719650
3996,sgc,24.5300,23.9500,24.5300,23.8700,-2.36,-0.5800,13227,381558131
3997,ziop,1.7500,1.7700,1.8300,1.6900,2.31,0.0400,1053019,381539691
3998,cato,16.9000,16.9100,17.2300,16.8000,0.24,0.0400,60864,381155001
3999,prvb,6.1000,6.0100,6.1700,6.0000,-0.66,-0.0400,430062,380882175
4000,bsrr,24.9100,24.7600,24.9600,24.5900,-0.96,-0.2400,21079,380870997
4001,pyxs,13.0500,12.0000,13.5000,11.7200,-9.09,-1.2000,739073,380809212
4002,sor,45.2400,45.3000,45.4322,44.7702,-0.32,-0.1471,3859,380763849
4003,soi,8.5700,8.3300,8.6500,8.2900,-1.30,-0.1100,83910,380527003
4004,erc,13.6800,13.5500,13.6800,13.4700,-0.07,-0.0100,64388,380315993
4005,fof,13.8200,13.9200,13.9699,13.8200,0.36,0.0500,68511,379999003
4006,ssaa,9.7100,9.7900,9.7900,9.7100,0.00,0.0000,1324,379974374
4007,hmco,0.0000,9.8800,0.0000,0.0000,0.00,0.0000,58,379762500
4008,tei,7.8500,7.9100,7.9200,7.8300,1.02,0.0800,110109,379667328
4009,bsn,9.9500,9.9401,9.9501,9.9401,0.00,0.0001,10988,379343002
4010,care,14.7600,14.3200,14.7600,14.3200,-3.05,-0.4500,35740,379003831
4011,wimi,4.1900,4.0600,4.2300,4.0000,-0.73,-0.0300,943465,378999359
4012,gbli,26.0400,26.2000,26.9163,25.9800,0.54,0.1400,8388,378914434
4013,asa,19.9900,19.6400,20.0650,19.5700,-1.26,-0.2500,34204,378853734
4014,civb,25.0000,24.9700,25.1350,24.7750,-0.12,-0.0300,21427,378013488
4015,dwacu,10.1500,10.1000,10.1500,10.1000,-0.82,-0.0830,36401,377983500
4016,ftsi,26.2500,26.8700,28.8500,25.9100,3.79,0.9800,80299,377836347
4017,clrg,33.6700,33.4000,33.6834,33.4000,-0.50,-0.1675,1880,377520734
4018,groy,5.1400,5.2000,5.2300,5.0800,2.36,0.1200,310319,377122210
4019,ardc,16.3700,16.4000,16.4600,16.3400,0.55,0.0900,56537,376576799
4020,yell,7.1000,7.3400,7.4000,6.8301,3.38,0.2400,821394,376345280
4021,chpm,10.0200,10.0250,10.0250,10.0200,0.05,0.0050,59039,375937500
4022,pcyo,14.0400,15.7200,15.9700,14.0400,12.37,1.7300,376552,375867290
4023,amnb,34.8600,34.5400,35.0000,34.5400,-0.60,-0.2100,12241,375647437
4024,avnw,33.8400,33.5700,34.5000,33.3500,-0.44,-0.1500,96001,375551316
4025,pfm,36.8800,36.6200,37.0066,36.6150,-0.57,-0.2100,23240,375488260
4026,rdvt,29.0000,29.3900,29.7400,29.0000,3.27,0.9300,23651,375469446
4027,iai,109.8500,108.0900,110.4900,108.0200,-1.24,-1.3600,37683,375385112
4028,bny,15.2700,15.2500,15.2700,15.2048,0.39,0.0600,12550,375369005
4029,esm,9.8200,9.7800,9.8200,9.7600,-0.71,-0.0700,1818,375235000
4030,acro,0.0000,9.7100,0.0000,0.0000,0.00,0.0000,36,375048750
4031,afcg,22.5400,22.8100,23.8700,22.3900,1.38,0.3100,112743,374895351
4032,solo,3.3100,3.2600,3.3400,3.2500,-1.81,-0.0600,1694775,374719999
4033,sic,14.4500,14.4400,14.4500,14.4400,-0.07,-0.0100,124087,374662319
4034,sieru,9.9900,9.9900,10.0000,9.9900,0.10,0.0100,3528,374625000
4035,oneq,56.4900,56.3300,57.0200,56.3200,-0.58,-0.3300,149474,374322257
4036,myj,15.4200,15.4900,15.5672,15.4200,0.19,0.0300,9273,373687002
4037,iwl,104.9400,104.2800,105.5800,104.2800,-0.73,-0.7700,20125,373426367
4038,aty,6.3600,6.1700,6.3600,6.1400,-0.16,-0.0100,187114,372967263
4039,clpt,16.9900,16.6700,17.1300,16.5500,-2.23,-0.3800,140052,372854622
4040,htpa,9.9300,9.9300,9.9300,9.8900,0.10,0.0100,369970,372375000
4041,enob,7.0200,7.1300,7.1700,6.9701,1.13,0.0800,72774,372326182
4042,tipx,21.0900,21.0900,21.1000,21.0800,0.00,0.0000,128402,372103692
4043,ewi,32.0600,31.9100,32.1500,31.8950,-1.21,-0.3900,647471,371782739
4044,mec,18.4300,18.1500,18.6650,17.9000,-2.47,-0.4600,64295,371637857
4045,xsw,173.0700,171.6100,174.1200,171.6100,-0.85,-1.4700,20979,371632952
4046,jgh,16.0200,16.0300,16.0696,15.9800,0.19,0.0300,48020,371533994
4047,hgen,6.3700,6.2500,6.3800,6.1700,-2.50,-0.1600,1170993,371290781
4048,smlf,54.5900,54.2400,55.0500,54.2000,-0.79,-0.4300,26829,370869959
4049,btnb,9.9100,9.9200,9.9631,9.9100,0.00,0.0000,18106,370760000
4050,vrig,25.1100,25.1150,25.1200,25.1000,0.04,0.0092,28845,370752100
4051,axdx,5.6200,5.5500,5.7200,5.5000,-1.42,-0.0800,169134,370624793
4052,fixx,6.4300,6.4900,6.6000,6.3800,0.46,0.0300,258794,370502002
4053,tufn,9.7200,9.9300,10.1200,9.6100,1.33,0.1300,177080,369915001
4054,ryf,64.1100,63.4300,64.6285,63.4190,-0.66,-0.4200,56730,369572674
4055,altu,9.8600,9.8500,9.8601,9.8400,-0.20,-0.0200,3166,369375000
4056,oia,7.7600,7.7600,7.7700,7.7400,0.26,0.0200,46274,369182000
4057,uivm,48.7600,48.4433,48.7800,48.4433,0.16,0.0773,3321,369159261
4058,iif,27.6100,27.7100,27.8557,27.6100,-0.14,-0.0400,13874,369023242
4059,adms,7.9300,8.0700,8.1000,7.9000,75.05,3.4600,32303143,367958299
4060,qqqe,83.2700,82.6700,83.6700,82.6500,-0.80,-0.6700,15733,367881665
4061,igac,9.7900,9.8000,9.8100,9.7800,-0.20,-0.0200,31847,367500000
4062,xpoa,9.7900,9.7950,9.8100,9.7700,-0.05,-0.0050,19659,367312509
4063,frst,15.0600,14.9300,15.2350,14.8700,-0.99,-0.1500,21636,366373003
4064,jpem,58.0500,57.8000,58.1050,57.7900,-0.32,-0.1871,2360,365851342
4065,gpx,20.8500,20.8400,20.8600,20.8300,0.00,0.0000,121364,365760151
4066,chaa,0.0000,9.7500,0.0000,0.0000,0.00,0.0000,1,365625000
4067,cova,9.7000,9.7500,9.7500,9.6900,0.52,0.0500,34187,365625000
4068,elym,14.0000,13.7700,14.6100,13.5100,-1.71,-0.2400,89590,365564610
4069,shpw,7.2300,7.5600,7.5700,7.2300,3.56,0.2600,35625,365121532
4070,fpi,11.2900,11.1200,11.3300,10.9700,-0.27,-0.0300,951706,364957999
4071,enfa,9.9400,9.9400,9.9554,9.9400,-0.20,-0.0200,51057,364947100
4072,nrxp,6.6200,6.7800,7.1500,6.4255,-2.45,-0.1700,1100676,364584560
4073,bedu,2.8100,3.0500,3.0900,2.8100,8.16,0.2300,132067,364125085
4074,aray,3.9200,4.0000,4.0200,3.8900,2.56,0.1000,455448,363438000
4075,tk,3.6300,3.5700,3.6550,3.5400,-2.46,-0.0900,1489562,362104000
4076,iii,7.6000,7.4700,7.6400,7.4100,-1.71,-0.1300,195497,362020828
4077,iyz,32.3900,31.9000,32.3900,31.8950,-1.57,-0.5100,116155,361223127
4078,pwz,27.6500,27.6600,27.6999,27.6500,-0.09,-0.0250,242182,361049105
4079,ssss,12.5400,12.5400,12.7000,12.4100,0.32,0.0400,248469,360913940
4080,cza,91.4900,90.6598,91.5406,90.6598,-0.69,-0.6301,2940,360823284
4081,jfu,1.7400,1.7700,1.7900,1.7300,1.14,0.0200,109236,360214496
4082,artna,38.3600,38.3100,38.3900,37.6000,0.08,0.0300,16156,360157405
4083,itic,189.6401,190.1400,191.0000,188.0000,0.26,0.5000,2986,360148357
4084,ryu,103.5855,102.8067,103.7548,102.6900,-1.10,-1.1400,36675,359560264
4085,hyi,15.8900,15.7800,15.9200,15.7300,-0.32,-0.0500,39795,359515740
4086,tipt,10.3700,10.7500,10.7800,10.1500,2.53,0.2650,204168,359125045
4087,rrd,5.1500,4.9300,5.2000,4.8501,-3.90,-0.2000,1098885,358904000
4088,acv,35.0200,34.6000,35.0691,34.6000,-0.92,-0.3200,20667,358246012
4089,rcky,49.0100,49.1000,49.9500,49.0100,-0.55,-0.2700,13948,357886954
4090,atcx,9.9500,9.6600,10.0000,9.6400,-2.91,-0.2900,80868,357162203
4091,muni,56.1700,56.1650,56.1993,56.1301,-0.05,-0.0300,27458,356534240
4092,uonek,7.1300,6.9400,7.1500,6.8300,-2.39,-0.1700,101045,356114003
4093,surf,7.8200,7.8300,7.9700,7.7000,1.03,0.0800,454988,355892683
4094,ejfa,9.9100,9.9000,9.9100,9.8700,0.00,0.0000,4790,355781250
4095,piai,9.7900,9.8200,9.8200,9.7900,0.20,0.0200,95171,355119334
4096,sqz,12.2000,12.6600,12.9000,12.0200,3.01,0.3700,70404,355079995
4097,nxu,9.9000,9.8700,9.9200,9.8550,0.20,0.0200,25934,354703125
4098,pcq,18.8500,18.7700,18.9288,18.6900,-0.42,-0.0800,11473,354658999
4099,cnd,10.0400,10.0500,10.0600,10.0200,0.10,0.0100,184622,354282600
4100,ins,41.2500,40.5100,41.3850,40.0000,-1.60,-0.6600,33236,354163009
4101,akus,10.4300,10.2700,10.5700,10.2201,-1.53,-0.1600,74394,354111746
4102,dxlg,5.9700,5.5700,6.0000,5.5700,-7.78,-0.4700,406814,353970174
4103,ifgl,28.0000,28.0100,28.2400,28.0000,-0.32,-0.0900,111345,353820499
4104,bnft,10.8000,10.6000,10.8100,10.6000,-1.67,-0.1800,96542,353470780
4105,dray,9.8200,9.8200,9.8300,9.8200,-0.10,-0.0100,63286,352906250
4106,vsta,4.3000,4.2300,4.3050,4.2100,-1.63,-0.0700,100677,352565072
4107,cnf,5.0100,5.1300,5.3000,4.9000,3.22,0.1600,66112,351826491
4108,clrm,0.0000,9.7800,0.0000,0.0000,0.00,0.0000,1,351468750
4109,tzps,0.0000,9.7800,0.0000,0.0000,0.00,0.0000,1,351468750
4110,pick,42.7800,42.3900,43.1600,42.3900,1.63,0.6800,229364,350878011
4111,dnz,0.0000,9.7500,0.0000,0.0000,0.00,0.0000,1,350390625
4112,bmea,12.2100,12.0800,12.6300,11.9800,-1.06,-0.1300,14175,350300092
4113,fwac,9.8100,9.9150,9.9150,9.8100,-0.05,-0.0050,621,349821029
4114,slct,19.6900,20.3000,20.3700,19.6500,4.16,0.8100,95646,349758931
4115,dgns,9.9200,9.9200,9.9600,9.9200,0.00,0.0000,2820,349699840
4116,spkb,9.7400,9.7300,9.7400,9.7300,-0.61,-0.0600,597,349671875
4117,atha,9.2600,9.3700,9.4808,9.1300,0.75,0.0700,228348,349462920
4118,evi,29.0200,28.4600,29.0200,28.4600,-1.86,-0.5400,983,349444146
4119,flme,9.7100,9.7200,9.7400,9.7100,0.00,0.0000,2941,349312509
4120,lcaa,0.0000,9.7500,0.0000,0.0000,0.00,0.0000,2,349182590
4121,nxtg,75.9000,75.4800,76.1693,75.4700,-0.66,-0.5000,40827,349093188
4122,hyem,22.7400,22.5800,22.7400,22.5800,-0.62,-0.1400,237523,349040804
4123,hugs,9.7700,9.7800,9.7800,9.7700,0.10,0.0100,925,348994410
4124,eot,23.0000,22.6750,23.0000,22.3701,-1.28,-0.2950,10227,348970494
4125,tinv,10.1200,10.1100,10.1200,10.0700,-0.10,-0.0100,36732,348795000
4126,ipvi,9.7200,9.7050,9.7200,9.7050,-0.15,-0.0150,17801,348773437
4127,gamc,9.8018,9.6988,9.8018,9.6988,-1.03,-0.1012,206,348550625
4128,camp,10.0200,9.7100,10.0200,9.6400,-3.29,-0.3300,128537,348413598
4129,kmf,7.4000,7.3800,7.4800,7.3700,0.41,0.0300,138635,348316996
4130,ampi,9.6900,9.6900,9.6900,9.6900,-0.51,-0.0500,177,346446725
4131,brt,19.3000,19.1500,19.3267,18.9911,-0.31,-0.0600,8525,348112836
4132,bkepp,8.3400,8.3000,8.3800,8.2900,-0.12,-0.0100,49052,348104481
4133,rain,12.3100,13.1300,13.6000,11.5700,4.70,0.5900,146676,347508374
4134,fyc,72.3100,71.7400,72.8050,71.7400,-0.76,-0.5500,8841,347420391
4135,ht,8.7100,8.8500,8.9700,8.4300,0.23,0.0200,239224,347074998
4136,epix,7.7900,7.8900,8.0700,7.6300,1.15,0.0900,69200,347036489
4137,fei,7.5900,7.6700,7.8600,7.5900,1.86,0.1400,289424,346905663
4138,goed,3.2300,3.2600,3.3400,3.2250,1.24,0.0400,1412808,346822702
4139,bgh,17.3400,17.2600,17.3400,17.2500,-0.35,-0.0599,30928,346309818
4140,awtm,49.6800,49.7250,49.7250,49.6800,-0.09,-0.0450,770,346268739
4141,fiv,9.6400,9.6600,9.6700,9.6400,0.07,0.0070,47576,346133246
4142,aurc,9.9700,9.9550,9.9700,9.9300,0.15,0.0150,2820,345940003
4143,meip,3.0100,3.0700,3.1250,2.9500,1.99,0.0600,368887,345922988
4144,mogo,4.4200,4.9100,5.0290,4.4200,9.84,0.4400,1268618,345541250
4145,gte,0.9465,0.9400,0.9600,0.9100,3.30,0.0300,9140647,344972280
4146,lokb,10.4600,10.9000,10.9600,9.9100,9.22,0.9200,2652412,344712500
4147,poct,29.6200,29.4300,29.6390,29.4300,-0.44,-0.1299,44064,344697580
4148,ccac,9.9800,9.9900,9.9900,9.9800,0.10,0.0100,16560,344655000
4149,eacpu,10.1000,9.9900,10.1000,9.9900,-0.10,-0.0100,900,344655000
4150,stre,9.8200,9.8100,9.8200,9.7846,0.00,0.0000,237737,344618540
4151,hrzn,16.8700,16.9100,17.0200,16.8083,0.36,0.0600,81994,344051992
4152,rxst,12.7800,12.5900,13.2200,12.3548,-0.24,-0.0300,36046,343870720
4153,cdak,14.1600,15.3800,15.8300,14.1600,7.93,1.1300,52450,343454194
4154,cpsr,9.9800,9.9500,9.9800,9.9300,-0.30,-0.0300,27709,343275000
4155,ipldp,25.6730,25.6730,25.7500,25.5950,0.13,0.0330,3798,343268522
4156,thma,9.9600,9.9400,9.9600,9.9400,-0.20,-0.0200,39517,342930000
4157,tyg,28.7100,28.7100,29.1599,28.5600,1.09,0.3100,79375,342450095
4158,liii,9.9700,9.9600,9.9700,9.9500,0.10,0.0100,54437,342375000
4159,vera,15.0700,16.0900,16.6000,15.0700,5.09,0.7800,37699,342356809
4160,qcln,62.8100,63.7100,64.8237,62.8100,1.47,0.9200,293243,342023312
4161,ftcv,10.0000,10.0000,10.0200,9.9900,0.00,0.0000,305128,341867000
4162,hbcp,39.6800,39.4500,39.8700,39.4500,-0.98,-0.3900,12348,341081701
4163,vtnr,5.2650,5.5600,5.6201,5.1900,6.51,0.3400,988303,340802974
4164,athn,9.9400,9.9450,9.9500,9.9350,-0.04,-0.0042,329662,340782003
4165,vrca,12.3700,12.3800,12.5500,12.2400,-0.24,-0.0300,26219,340632233
4166,hccc,9.9000,9.9064,9.9100,9.9000,0.06,0.0064,14275,340532480
4167,fthm,24.3200,23.0000,24.4300,22.0000,-5.85,-1.4300,127699,340310346
4168,brbs,18.1600,18.1100,18.2300,18.0200,0.89,0.1600,16584,340061991
4169,axti,8.0300,8.0000,8.1834,7.9800,-0.74,-0.0600,199146,340052920
4170,def,67.1800,66.6600,67.3100,66.6472,-0.61,-0.4100,12607,339966000
4171,ftaa,9.9300,9.9300,9.9300,9.9000,0.10,0.0100,276936,339738396
4172,cybn,2.1100,2.1400,2.1500,2.0700,1.90,0.0400,342470,339378334
4173,plm,3.2500,3.3600,3.4000,3.2049,4.35,0.1400,120222,338947795
4174,psf,28.4500,28.2000,28.4500,28.2000,-1.19,-0.3400,14525,338946008
4175,kcgi,9.7900,9.8200,9.8200,9.7700,0.20,0.0200,29315,338790000
4176,arkq,78.6200,78.0600,79.2550,77.9700,-0.91,-0.7200,189595,338612258
4177,fcuv,7.3800,7.8200,8.3400,7.3300,4.13,0.3100,222615,338291174
4178,kio,16.6100,16.6300,16.6400,16.5300,0.30,0.0500,69433,338259006
4179,uroy,4.0000,4.0700,4.1600,3.9969,6.27,0.2400,608237,338131135
4180,kair,9.7750,9.8000,9.8000,9.7750,0.00,0.0000,106788,338100000
4181,warr,9.7900,9.8000,9.8200,9.7900,-0.20,-0.0200,7683,338100000
4182,aout,24.4600,23.9600,24.6400,23.8601,-2.32,-0.5700,84214,337934882
4183,eac,9.7255,9.7900,9.7900,9.7255,0.10,0.0100,130149,337755000
4184,awh,3.1900,3.0100,3.2099,2.9800,-5.94,-0.1900,467232,337321772
4185,fora,10.5000,10.3600,10.5600,10.3000,-2.54,-0.2700,17113,337307075
4186,kxin,2.3100,2.3500,2.3700,2.3000,1.29,0.0300,268550,337132163
4187,ibmk,26.1600,26.1401,26.1600,26.1364,0.04,0.0099,6259,337048802
4188,alpn,11.9800,11.5400,12.0400,11.5400,-2.94,-0.3500,46595,337016998
4189,adex,9.7300,9.7600,9.7700,9.7300,0.00,0.0000,135939,336720000
4190,swet,9.7200,9.7600,9.7600,9.7200,-0.10,-0.0100,3047,336720000
4191,achl,7.9200,8.2800,8.5500,7.6700,4.28,0.3400,568770,336196963
4192,nvsa,9.7268,9.7400,9.7400,9.7268,-0.10,-0.0100,4142,336030000
4193,rrgb,21.8700,21.3800,22.2200,21.3200,-2.42,-0.5300,254043,335888052
4194,ader,9.7500,9.7700,9.7700,9.7500,0.00,0.0000,1092,335843779
4195,llnw,2.5000,2.5000,2.5164,2.4800,-0.40,-0.0100,628472,335677505
4196,emo,23.3000,23.4000,23.6000,23.3000,1.56,0.3600,43998,335621449
4197,brg,12.5900,12.6600,12.7500,12.5400,0.00,0.0000,105506,335337003
4198,iltb,70.3800,70.3800,70.5196,70.3700,-0.18,-0.1300,13669,335336207
4199,ftvi,0.0000,9.7800,0.0000,0.0000,0.00,0.0000,2,334997997
4200,sera,11.0500,10.9000,11.1690,10.3500,-1.89,-0.2100,47151,334620081
4201,iiii,9.7400,9.8100,9.8100,9.7400,0.00,0.0000,700,334521000
4202,ircp,2.4000,2.4700,2.4900,2.3700,4.66,0.1100,70293,334209737
4203,tci,39.1300,38.6800,39.1300,38.2500,-1.10,-0.4300,4250,334168897
4204,ftev,0.0000,9.7500,0.0000,0.0000,0.00,0.0000,6,334061295
4205,nmtr,1.4300,1.3100,1.4300,1.2800,-1.50,-0.0200,3134407,333726627
4206,jls,20.8900,20.9967,21.0000,20.8900,0.37,0.0767,1467,333595569
4207,eex,4.7200,4.6800,4.7899,4.6450,-0.64,-0.0300,30183,333394279
4208,csse,21.4000,20.5200,21.4000,20.3600,-3.80,-0.8100,39938,333248904
4209,rcs,7.5800,7.5000,7.6400,7.4100,-1.70,-0.1300,161414,332977507
4210,thtx,3.5488,3.5050,3.5900,3.4500,-1.82,-0.0650,80598,332782712
4211,pfis,46.2800,46.1200,46.4000,46.0800,0.04,0.0200,4379,332170998
4212,gdp,23.7100,24.4000,24.7900,23.0600,3.83,0.9000,114922,332057160
4213,cbnk,24.6000,24.0800,24.8200,24.0100,-2.94,-0.7300,13599,331916673
4214,sar,29.4000,29.2000,29.5899,29.1300,-0.38,-0.1100,64476,331853065
4215,gbox,8.0700,7.6500,8.1200,7.6100,-6.13,-0.5000,159330,331574653
4216,whf,15.8000,15.9000,15.9500,15.7900,0.89,0.1400,51803,331387434
4217,reax,1.8100,1.8600,1.8800,1.8100,2.76,0.0500,83394,331312810
4218,ff,7.4800,7.5700,7.6400,7.4800,1.20,0.0900,145778,331287749
4219,hffg,6.4100,6.3800,6.4900,6.2800,-0.62,-0.0400,44138,331208002
4220,mic,3.7100,3.7600,3.7850,3.6350,1.35,0.0500,15290966,330593973
4221,nr,3.7400,3.5800,3.7600,3.5600,-2.45,-0.0900,911137,329646750
4222,kndi,4.4000,4.3400,4.4490,4.3400,-1.59,-0.0700,426732,329448992
4223,lvra,9.7500,9.7500,9.7990,9.7010,0.00,0.0000,2992,329393025
4224,mvt,15.3700,15.4200,15.5400,15.3400,0.06,0.0100,4735,329234995
4225,utmd,91.1200,90.2300,91.1200,89.6601,-1.26,-1.1500,3151,329033710
4226,ebon,1.8000,1.7700,1.8300,1.7300,-1.67,-0.0300,6812611,328928546
4227,ampe,1.6000,1.6400,1.6600,1.5701,3.14,0.0500,561810,328751049
4228,nrp,25.4100,26.5900,26.6000,25.4100,5.31,1.3400,39380,328421226
4229,taco,9.0500,9.0200,9.1700,9.0000,0.22,0.0200,121611,328259610
4230,edn,7.2000,7.5000,7.5000,6.8200,9.49,0.6500,64748,328245255
4231,vrai,26.3564,26.2182,26.4387,26.1926,0.15,0.0398,8081,327979797
4232,mqt,14.5000,14.5000,14.5000,14.4500,0.00,0.0000,21253,327188005
4233,vtc,90.3100,90.3100,90.4700,90.3100,-0.17,-0.1500,22786,326972231
4234,sbtx,9.7600,9.3300,10.2700,9.2700,-3.22,-0.3100,322329,326890330
4235,cvrx,16.0100,16.0600,16.5312,15.5500,-2.78,-0.4600,34930,326755571
4236,pbfs,12.6231,12.5700,12.6231,12.5700,-0.63,-0.0800,2159,326539425
4237,sppi,1.9650,1.9900,1.9900,1.9200,1.02,0.0200,818996,326503166
4238,rvp,9.8000,9.6000,9.9400,9.6000,-0.93,-0.0900,76406,326487398
4239,cvgi,10.1200,9.9000,10.1200,9.8600,-1.49,-0.1500,144216,326474220
4240,lego,10.7600,10.7700,11.4400,10.6500,1.32,0.1400,626735,326406777
4241,egan,10.5300,10.4000,10.6700,10.3800,-1.98,-0.2100,29274,326139403
4242,rkta,9.7500,9.7600,9.7600,9.7500,0.10,0.0100,391812,325740000
4243,cogt,7.9600,8.1600,8.4900,7.9600,7.37,0.5600,127647,325166240
4244,iqin,32.8400,32.6247,32.8400,32.6247,0.27,0.0871,930,325068106
4245,ajx,14.1900,14.0400,14.1900,14.0100,-0.14,-0.0200,29356,324926961
4246,cffvu,10.2000,10.1900,10.2000,10.1900,0.10,0.0100,3018,324551489
4247,rgi,187.8200,186.1200,188.4500,186.1200,-0.76,-1.4300,20297,324001604
4248,agil,7.9400,7.7100,7.9903,7.5500,-2.65,-0.2100,94453,323595754
4249,vbnk,11.6800,11.7800,11.9450,11.6700,-1.01,-0.1200,3625,323344001
4250,puck,0.0000,9.7500,0.0000,0.0000,0.00,0.0000,9,323322187
4251,smmf,24.8700,24.9300,25.4532,24.8700,-0.44,-0.1100,4486,323195013
4252,fdd,13.9300,13.8900,13.9983,13.8900,-0.18,-0.0250,53723,323012116
4253,vra,9.6300,9.4900,9.7200,9.4800,-1.04,-0.1000,137266,322862421
4254,myc,15.3000,15.0700,15.3000,15.0700,-0.72,-0.1100,20731,322791865
4255,fnlc,29.6400,29.3200,29.7000,29.2400,-1.35,-0.4000,18011,322244743
4256,wia,13.7400,13.8100,13.8200,13.7400,0.51,0.0700,16185,322080963
4257,svok,9.9500,9.9400,9.9500,9.9400,-0.10,-0.0100,17909,321497004
4258,mpb,28.0150,28.0800,28.4350,27.7655,-0.78,-0.2200,11733,321054224
4259,plpc,65.6918,65.3600,66.0200,65.3600,-1.86,-1.2400,2563,320692761
4260,unma,26.7400,26.7000,26.7400,26.6300,-0.30,-0.0800,11126,320400000
4261,opt,7.4200,7.5800,7.6600,7.0800,-0.52,-0.0400,7267,319936996
4262,ring,25.4700,25.3700,25.7841,25.2900,-0.86,-0.2200,357459,319775074
4263,wood,85.0000,85.8400,86.2600,85.0000,1.02,0.8700,20039,319716316
4264,fusn,7.3700,7.4200,7.4200,7.2500,-0.67,-0.0500,5306,319205580
4265,labd,22.3600,22.0300,22.6800,21.2700,-1.74,-0.3900,1731829,318833933
4266,rvacu,0.0000,9.9000,0.0000,0.0000,0.00,0.0000,1,318656002
4267,cto,53.1400,53.4900,53.8555,53.1400,0.36,0.1900,17421,318615324
4268,inmb,17.2700,17.8400,18.4000,17.0500,3.24,0.5600,184961,318295928
4269,ipva,9.7600,9.7600,9.7691,9.7357,0.62,0.0600,3055,317627000
4270,dzsi,12.0600,11.6700,12.1800,11.5000,-2.42,-0.2900,141927,317403134
4271,vntr,3.0500,2.9600,3.1300,2.9600,-2.95,-0.0900,281855,316720000
4272,nvec,64.4400,65.5200,66.1799,64.0500,2.30,1.4700,21198,316673360
4273,ieus,68.2400,68.0900,68.5050,67.9600,-0.84,-0.5800,14980,316618500
4274,cru,9.7500,9.7800,9.7800,9.7500,0.31,0.0300,23652,316322002
4275,vpcb,9.9000,9.8930,9.9000,9.8604,-0.05,-0.0053,19991,316309858
4276,rclfu,9.9954,10.0000,10.0000,9.9800,0.40,0.0400,12944,316250000
4277,ngl,2.4400,2.4400,2.5500,2.4234,1.24,0.0300,1051962,316209211
4278,cveo,21.7700,22.0800,22.4800,21.5200,2.70,0.5800,32640,316103329
4279,ibex,17.1600,17.1900,18.5300,16.9500,0.47,0.0800,3294,316093003
4280,isos,9.9500,9.9200,9.9799,9.9200,-0.30,-0.0300,15449,315997880
4281,vpv,13.2300,13.2600,13.2600,13.2100,0.15,0.0200,19081,315980005
4282,iacc,9.7400,9.7500,9.8000,9.7400,0.00,0.0000,1584,315714750
4283,clas,9.7500,9.7600,9.7600,9.7500,0.10,0.0100,1560,315675000
4284,cfv,9.9100,9.9100,9.9100,9.9000,0.05,0.0050,2502,315633500
4285,hfxi,24.4500,24.2600,24.4650,24.2600,-0.33,-0.0800,16659,315474735
4286,vpcc,9.9400,9.9400,9.9900,9.9000,0.30,0.0299,11326,315303996
4287,vlgea,21.8600,21.6600,22.0779,21.6600,-1.77,-0.3900,24172,315214427
4288,dnab,9.8010,9.8600,9.8600,9.8000,0.20,0.0198,2991,315174900
4289,cia,6.4000,6.3500,6.4000,6.3100,-0.31,-0.0200,42585,315151128
4290,hiti,5.9800,5.7100,5.9800,5.6832,-4.52,-0.2700,149699,314997277
4291,fct,12.1000,12.1300,12.1300,12.0504,0.41,0.0500,45467,314856360
4292,dnac,9.8600,9.8500,9.8600,9.8100,0.31,0.0300,2650,314855250
4293,cinr,15.3500,15.9100,15.9100,15.1120,4.12,0.6300,32564,314690238
4294,hoft,26.8600,26.3900,26.9699,26.3900,-1.68,-0.4500,24546,314673990
4295,mta,7.1500,7.2000,7.2000,7.0419,2.27,0.1600,209164,314616960
4296,gobi,9.8000,9.7800,9.8400,9.6716,-0.51,-0.0500,1530,314563998
4297,mue,14.0000,13.9600,14.0200,13.8800,0.07,0.0100,11821,314390368
